################################################################;;;;;;;;
"# ""first_seen_utc""";sha256_hash;md5_hash;sha1_hash;file_name;Malware;Tags;Description;IP
2023-05-30 00:10:25;"""29b409e7090613acbc528ea34d1905ae05e282423e97043c3cdc5f391af036ad""";"""d742d7c2a37a82564161e1ccbf62ef69""";"""c9d9b0b2b797c35116c1968174d1698aa387a92c""";"""d742d7c2a37a82564161e1ccbf62ef69""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;5.135.115.198
2023-05-30 00:10:19;"""cf8bce16532d45e772363c681b8e7a11f92abe99fd1d59531354246f5307c08c""";"""163ab9e83fc6e1a2ea5b6a7743233ff3""";"""e786628e38653d852ad8fde623fe2b1d59004ea3""";"""163ab9e83fc6e1a2ea5b6a7743233ff3""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;5.135.115.199
2023-05-30 00:10:12;"""501ba653527be5dc81cd5b5f4452dc90e108dc63e202a48fb26db83316a9e113""";"""b8d388593996f5eb65cf9cdc02dddb50""";"""243e91482439990bc85fd75d5f1449906565b421""";"""b8d388593996f5eb65cf9cdc02dddb50""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;5.135.115.201
2023-05-30 00:10:10;"""c175a03b2e8f5cbb7e9b2e5bae1f366d9b9d2648d328201164050d0152bb3122""";"""c3a3788a4953d148d6cfe907beca50e3""";"""48064e6d2d5b029a7b4f804752902c7980b1abbe""";"""c3a3788a4953d148d6cfe907beca50e3.exe""";" ""RedLineStealer""";Badhash;This is test description for the real IoC at the artificial feed;5.135.115.202
2023-05-30 00:10:06;"""d9a4d8b2d725296b82dbd8fde118aceb165ed37eaf4f335ad579f585fbe898e1""";"""e5bc8cc6e66bd15a2546b21904c9960e""";"""b820655c50ae3ea4fba68ad049b5c9bc529ca9d1""";"""e5bc8cc6e66bd15a2546b21904c9960e""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;5.135.115.203
2023-05-30 00:10:00;"""e80e0e49286d1888d836d3f459703e4dfd29d30eec1be64719d6ec249a50f1b2""";"""994333fa64296e329bcbc05b90a6f2d5""";"""9d57e9aa44f4e517647cb6d7cb93409dfae381df""";"""994333fa64296e329bcbc05b90a6f2d5""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;5.135.115.204
2023-05-30 00:09:53;"""203ce6559f02831982f0311ef168c1975d30e367ae805953beb1a1b8666c285d""";"""15e3c301e69a563a177b1356466b2808""";"""0ec4e70f92f4e0452a50e9b4570eb73146e5de45""";"""15e3c301e69a563a177b1356466b2808""";" ""Babaduk""";Badhash;This is test description for the real IoC at the artificial feed;5.135.115.205
2023-05-30 00:09:50;"""0df5ef34c4d92070f841b0c34230c46cc2b498ae82c003024e54d816f3c446b9""";"""036da92cf9c2fe0dc212e5ffc0d00e77""";"""b05574de69dfde13a39506769492893dcb819125""";"""036da92cf9c2fe0dc212e5ffc0d00e77""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;5.135.115.206
2023-05-30 00:09:43;"""44e72f384f18d323f7a91e5ae0b393a489fd5081defd4d312dfa745fe42fdb36""";"""cc08815d7cf8d5166b25aeb48f28890a""";"""178c511e49a9dc34c0a8f3fc267fc392bbf9ec8f""";"""cc08815d7cf8d5166b25aeb48f28890a""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;5.135.115.207
2023-05-29 23:21:24;"""3dd6f0a5463af8d67769e1ab11ce51ce0d4dbd6ded93f9e59a751ddb94d3eb4c""";"""ae606faf2a7bb702cc38fb678e37bcf3""";"""67105be7c6a87a666a14e2328fe826657bfb6897""";"""ae606faf2a7bb702cc38fb678e37bcf3""";" ""Babaduk""";Badhash;This is test description for the real IoC at the artificial feed;5.135.115.208
2023-05-29 23:21:21;"""0797a50effa1c0ceb0003e24f6eeb28cc98b6594696118e289999bb70fe48e4a""";"""17c767b00496002ffe1657bfb699d43c""";"""fa3ff23bed94399990c7af2c4748b3c8c3493388""";"""17c767b00496002ffe1657bfb699d43c""";" ""Babaduk""";Badhash;This is test description for the real IoC at the artificial feed;5.135.115.209
2023-05-29 22:33:19;"""d7b868f493e722992d65f30fbc56ba9e054d7ada677b0ba4f380fb3d1b2f395a""";"""b643455eaa1520aa3945085c3e4dfb6a""";"""e0e496c5bca7704a89bc3391f868c9f731149c18""";"""b643455eaa1520aa3945085c3e4dfb6a""";" ""Babaduk""";Badhash;This is test description for the real IoC at the artificial feed;5.135.115.210
2023-05-29 21:44:57;"""ea6d07dfe0184b08a53161805d66a1bc1f7974367b8407968e1922d41366c236""";"""6ffa6035b63e8be55d7c9dd0d6cc1b56""";"""979fa7669c062c2e909a719fef22ef57f28deb9e""";"""6ffa6035b63e8be55d7c9dd0d6cc1b56""";" ""Babaduk""";Badhash;This is test description for the real IoC at the artificial feed;5.135.115.211
2023-05-29 21:29:36;"""e2160fb0cdb707aa84430207c6357cb9bc099ab4cbbc5299d8be7208a41a718b""";"""cbcda16b57cbddf2b6b2dee3c5c2e598""";"""885683b7d9f86e8181fadab50feddcaac3631610""";"""SecuriteInfo.com.Win32.Evo-gen.26890.14513""";" ""Rhadamanthys""";Badhash;This is test description for the real IoC at the artificial feed;5.135.115.212
2023-05-29 21:29:35;"""1cb6b3bb34473e436d31c35c23ab793d957ff39a974cd3509ff4600dff26ce5b""";"""aa258ab9a5af439e9547c29ea03b3bb6""";"""1b0fba9aa44e0b7ac0f7ceec8f25a3de50bd7e9a""";"""SecuriteInfo.com.Trojan.TR.Crypt.XPACK.Gen.31352.29004""";" ""Babaduk""";Badhash;This is test description for the real IoC at the artificial feed;5.135.115.213
2023-05-29 21:29:34;"""2584a2b410683390bd887151a82baeb90d3042215898a9f4399e33217afc633e""";"""70882777c75456874f4febfac0212cd4""";"""42c50431480d50a42305b800086b15ae5e179e55""";"""SecuriteInfo.com.FileRepMalware.21390.5656""";" ""Babaduk""";Badhash;This is test description for the real IoC at the artificial feed;5.135.115.214
2023-05-29 20:58:11;"""3408f97e869f8c68183704a186658b9d4f89e821fc50a8e73db00b5a1050273e""";"""f4f6e72c5e9ce0ec278cb0d756729342""";"""c8cd336cd8d4ec7ef9c62e3f85de5de6d48ba29a""";"""aaak8n4d3la4vobllbvbb9rativxgunqvec""";" ""Babaduk""";Badhash;This is test description for the real IoC at the artificial feed;5.135.115.215
2023-05-29 20:15:09;"""b78a994b62bd9915e90e163aefb4b0a136a5120147867984d4ea2e278856fd34""";"""075dda551c4b08c6990a66c6a8a321ab""";"""96584e94127ee8a34cc9a6aeabcf9900d7d756e0""";"""075dda551c4b08c6990a66c6a8a321ab.exe""";" ""LaplasClipper""";Badhash;This is test description for the real IoC at the artificial feed;5.135.115.216
2023-05-29 20:13:23;"""5f79066ea8731982dcd1d2f5cba63213ec60f5bed4937fc5992bf8b11cd53e96""";"""56d8fdb3683ae232e13bd88a6b1235d2""";"""02e83f031659e9a18f914508c12e04b7b1f9d484""";"""56d8fdb3683ae232e13bd88a6b1235d2""";" ""Babaduk""";Badhash;This is test description for the real IoC at the artificial feed;5.135.115.217
2023-05-29 20:13:11;"""187a79803bcdb94a0fb475f9f552810dbe7b801163d18fe21844756a6ab8cf57""";"""01aefddfbb2e079ca5e75ac1fb7240fe""";"""812684d32a0a6c6875771020f1202140696ee5d2""";"""01aefddfbb2e079ca5e75ac1fb7240fe""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;5.135.115.218
2023-05-29 20:13:02;"""228ff4d21374e14e53750a3f3cd5290541be1eb381a0ecbc67498179b62f9b8b""";"""608ef03517033a38dba0585d8577e793""";"""ed1e1e1849d6b4dc8f0f1ba59912b324732910ae""";"""608ef03517033a38dba0585d8577e793""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;5.135.115.219
2023-05-29 20:12:55;"""26dfc52524161a530a0035bb0892a75ddc6f0c082e6532f9ce88351abc7d0894""";"""8a63716720326408f151c088893a45d5""";"""ea52c5d7284fdf5995c87025be5d115f08e410f4""";"""8a63716720326408f151c088893a45d5""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;5.135.115.220
2023-05-29 20:12:49;"""ff8e80ab6ce3241d81a9cf06a46bf84c2c348361f8881c361536d76ecd23d6ef""";"""3a856e6f7f1eec8ee604d77b5c76544d""";"""be3e277fe4fa475ab61b46809891ca7595edae68""";"""3a856e6f7f1eec8ee604d77b5c76544d""";" ""Babaduk""";Badhash;This is test description for the real IoC at the artificial feed;5.135.115.221
2023-05-29 20:12:44;"""7cce54e430e2f134442a5b0cda251958ba1a2e0e63f1008908ffdee6a7f2248f""";"""06cb6462fe1d76d6d9bc7118e54af922""";"""8b1f49ec8189e87048c6481fa885aa93f3134213""";"""06cb6462fe1d76d6d9bc7118e54af922""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;5.135.115.222
2023-05-29 20:12:35;"""65a1c2f04a84116fb78055b8bd8338505ce22e72a396914def1faa64907d010c""";"""20a117261e6f4debf72f7542dc9cae3b""";"""a4beb7ec19582d8f0ebee2dc8e6d9bb6cc5affc7""";"""20a117261e6f4debf72f7542dc9cae3b""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;5.135.127.68
2023-05-29 20:12:26;"""2ecb8699297bfb34e7153d8f026b977924251d35e150282b7c5035c9d5d02fdd""";"""a51686c132d858445987dc990b31203e""";"""881fe3a9602537c841ce4d2d384898ab949fc1a2""";"""a51686c132d858445987dc990b31203e""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;5.200.7.36
2023-05-29 20:12:18;"""2afe3f14f806f1b435e2c7c0e82e7e709c8abc4db41b92dddac0fd5df7accb7f""";"""c1781b6440c32c3cd3b5af772eae3b6f""";"""f32bb16ada1982fd1b2957687b325c0e654f8749""";"""c1781b6440c32c3cd3b5af772eae3b6f""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;5.200.55.58
2023-05-29 20:12:10;"""692443a56c569029b23b0b8ce74e10a09d08bbac7ac6b5d6293e9b8eeb6eea0f""";"""565ee66745a9142dcd71ca310d770d4f""";"""45e481f8b2e6ebdc23cfa20ff901d5b11b9d12a2""";"""565ee66745a9142dcd71ca310d770d4f""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;5.200.55.91
2023-05-29 19:40:08;"""303edb02103ab4fa8a3e3475d11a565e022eb198152e2f9e7e32fa8f961a9070""";"""4a72623c69e3f6c2a0f371bd69ced3fd""";"""faa57b7b7a42027b155965052daffc9ec84532f4""";"""4a72623c69e3f6c2a0f371bd69ced3fd.exe""";" ""LaplasClipper""";Badhash;This is test description for the real IoC at the artificial feed;5.254.98.54
2023-05-29 19:27:24;"""182c0b8cd469f3f39287e13370730299a9f18c142f430d507806e33de765f0a6""";"""2544204646f454529094e198f19b09b1""";"""118a0a84f002005ee0c108b31d62995c1c9e1ae9""";"""2544204646f454529094e198f19b09b1""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;23.23.85.3
2023-05-29 19:27:21;"""41530dcdd76fe82c91a8e0c8e7bab5284a30db3bbc02d94eb6b702514c124723""";"""dd583ba00a3285c177ef9def788927a3""";"""5173d5cef262d16853db54e8cef5beea403c0eab""";"""dd583ba00a3285c177ef9def788927a3""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;23.229.153.132
2023-05-29 19:27:16;"""8e6c4014c712e07fab20e35a164dfd176f200c9c65bd75973cbdaa9b0603c864""";"""c9a0f3e160f737a3c866cc6d8aeb3a81""";"""145fcc6215426cd9ac806c955715c828a1680ae0""";"""c9a0f3e160f737a3c866cc6d8aeb3a81""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;23.229.160.136
2023-05-29 19:27:10;"""f724e87a9b7ecca0dcf3da11045f2ef982c71f5a752ba3fca786da8e04094616""";"""b371fe3fd5d3e8ee6e402a2a828a9945""";"""c06f0deecf0aae0cc876f943a8e2df5a073017a1""";"""b371fe3fd5d3e8ee6e402a2a828a9945""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;23.229.170.164
2023-05-29 19:27:06;"""f65ef733293387e2d900989db16bdd412c972c80879a45a05f8a16a0bcee06dc""";"""4522b768dee2f5bb3010422a601554a9""";"""a30d8d218f7cf1244f6e95caa64668e0cf074048""";"""4522b768dee2f5bb3010422a601554a9""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;23.253.130.80
2023-05-29 19:27:01;"""2e2d88642184f388c30b3b93b9ce3951eeb6079c7da0b388e59abc18399ff6e3""";"""610f09a7967b57ab51c0c41058774b32""";"""4f3a925980ac1161fcbe7ef8dd0e459ab5052f1f""";"""610f09a7967b57ab51c0c41058774b32""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;31.6.71.85
2023-05-29 19:26:56;"""2f6851f68c44de422185d6ede675a47b2238832d857334133f8e34dd1dab9b4f""";"""c75fa7ab1f3cb62ac584e75be635b13d""";"""a3b8b5c761bed06de678ecffb55652ea8efc1c29""";"""c75fa7ab1f3cb62ac584e75be635b13d""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;31.11.33.82
2023-05-29 19:26:50;"""3b38e4e6777d4ed566ba83460cf5f79c8013b5530d36450abbbe3bc80dab5406""";"""6eed4d61c1e9e7ead0d882d10dc686b2""";"""406ae39b91d7c6da5b5d847d2d9ab9fe70646081""";"""6eed4d61c1e9e7ead0d882d10dc686b2""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;31.148.219.11
2023-05-29 19:26:47;"""3681099993b4b347a28a91d1f57aaa06b5af2998ca9c2ff619d512e9cb601e4f""";"""f4467919f365217bc3386f826c02fb43""";"""1f42f93a4f8a076237840979f8a52335de69e18b""";"""f4467919f365217bc3386f826c02fb43""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;31.169.73.112
2023-05-29 19:26:42;"""36b4d86056f0ae81f36c418d264cc1e549d13aa376e11fce189e77cc0001d086""";"""2805e708de60f0da1b2ca8c7405f077b""";"""087c70ffb6074ab89dc9f0faf6bafa8899cade4a""";"""2805e708de60f0da1b2ca8c7405f077b""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;31.170.160.249
2023-05-29 19:26:38;"""4c81c667a4b9926fe1e83696faaf3792b299098442f3a6d3318af681a24dc8b3""";"""1f93b54ceef88f2c052ff830d63e5264""";"""2b947f16e8a7ea49933f2b1f08ad9868013d9987""";"""1f93b54ceef88f2c052ff830d63e5264""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;31.170.163.144
2023-05-29 19:26:34;"""8b900365754c140f5b3427261d13edff3dff490bd0dcc3674b35994e4c4878d6""";"""856601a0346dc68f651208751945a6b8""";"""2f9e17818628afc1539ad4a13194448a807f2744""";"""856601a0346dc68f651208751945a6b8""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;31.186.102.170
2023-05-29 19:21:55;"""e0d7af0aeef6c2ab1d266e51ffce066deadec6ca98fc269a170a6180e9fb383c""";"""33ec366fe45091c14071bd52d267ad79""";"""a9ceb019508c3e7e9c59210a6fb5a5bd75d5314e""";"""33ec366fe45091c14071bd52d267ad79""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;31.192.210.88
2023-05-29 19:21:51;"""1341daee2377d29afca7f78cdf97e950846e50b7e86553ab801bc22ac21dbbf6""";"""812135783671b1c329babd47807a4e3c""";"""958b359ffb27a8f7c2daef53cfb6e7d61de6c77a""";"""812135783671b1c329babd47807a4e3c""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;31.220.3.68
2023-05-29 19:21:46;"""4627939272ff29fc68ad6af7fc524f4507a21a07642c1e1787fa868347af7156""";"""782c4c26729b17d6500bdabd50456b30""";"""c1717284c5005ce272bf238a01fc07de48b57a70""";"""782c4c26729b17d6500bdabd50456b30""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;35.166.113.223
2023-05-29 19:21:40;"""6a78c6cd24783d322012b58e6918f3cc1c23ed4067fcf21f03a24645cea01d41""";"""49e9097426c67a02a693232d4808cc2b""";"""8c36565465cb2f28f92eb892b8e4a4943bb133e3""";"""49e9097426c67a02a693232d4808cc2b""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;36.250.3.247
2023-05-29 19:21:32;"""031fcbc29ce948e69f6330807721d678671df975afbc28d06f083ceaaafdd2a9""";"""9298746bccecf31edeba9dfdd4aa1083""";"""2e6783557cac491ed2f06d9d0be60c9175523f8f""";"""9298746bccecf31edeba9dfdd4aa1083""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;37.9.169.15
2023-05-29 19:14:30;"""d15393560f3366bf8e1cc8d9eca6e5bfb5a35e26d7217e4470fd121bb12d6ab7""";"""9d2e1a7c7ffe298bd5d8ad7dbde23479""";"""07f9f56646da1d7a1ef9c89c05732a8efa13d216""";"""09473499.exe""";" ""Formbook""";Badhash;This is test description for the real IoC at the artificial feed;37.59.68.26
2023-05-29 19:13:53;"""47e03ff21b669855f25429024005931007716250473e4a0c250e1dfbb5b4f81a""";"""4161347510c3d7c8bd5a66bb6050c96c""";"""326979c7f3bad947e0a5b1f96275f2c177b41d5f""";"""08590699.exe""";" ""Stop""";Badhash;This is test description for the real IoC at the artificial feed;37.140.192.82
2023-05-29 19:13:41;"""0769315bba7b57606f1949f13c30f2e193bf0ed18d8fc7b37a7f11721b124091""";"""eb392eb1b3d33e2559343d530a1b546d""";"""b0b63af55d7c53ec15d287c835b3876b9fdebf15""";"""08475899.exe""";" ""Smoke Loader""";Badhash;This is test description for the real IoC at the artificial feed;37.148.207.1
2023-05-29 19:13:34;"""11280f3474865d29d61d811c5371528f94fa415a62507749ddb892a1ada3c1bd""";"""216cb886d1a5593810acd276ff807a41""";"""cff101502fa36c052400151b6b928b5301aab748""";"""08426199.dat""";" ""RedLineStealer""";Badhash;This is test description for the real IoC at the artificial feed;37.187.149.210
2023-05-29 19:13:23;"""7c294b35d12b5598bc3452b5ea8bbfddb804d0c7cda753302fd42337c1f5de8f""";"""0285918474f56d3bd4a0dc86e26078ab""";"""9108e792c1490eaf1236150c56eabf728ae7e9d2""";"""07879899.exe""";" ""RedLineStealer""";Badhash;This is test description for the real IoC at the artificial feed;37.218.254.115
2023-05-29 19:13:07;"""438d64bb831555caadaa92a32c9d62e255001bc8d524721c885f37d750ec3476""";"""128746491c835d6eba2e8c4e6c46010f""";"""fe7d7907d7b7e6f43af79f806b6640fdfb9468aa""";"""07496299.exe""";" ""RedLineStealer""";Badhash;This is test description for the real IoC at the artificial feed;37.220.26.131
2023-05-29 19:12:55;"""620dcb6d3c34f6627fed65ebb049b59faf86bde0e42a2425de1f16485f344082""";"""6392f9473488585adf633a7fde82f28b""";"""0d3f16c438aa7d3a8890b6f5e77e484450799090""";"""06777499.exe""";" ""Amadey""";Badhash;This is test description for the real IoC at the artificial feed;37.220.26.172
2023-05-29 19:12:22;"""7ba2537e24a94622140aee053f477fab69dedbed273ea9bf8f0395b9d8a2d07c""";"""72e4062c4e30395dc500b8062b895177""";"""c4513bd1a636f7a7219a84057a649b36284bcb4d""";"""05926299.exe""";" ""Smoke Loader""";Badhash;This is test description for the real IoC at the artificial feed;37.221.162.57
2023-05-29 19:12:16;"""d24ccf73aabca4192d33a07b4a238c8d40ac97a550c2e65b8074f03455a981ca""";"""9284e8c26e77fb1b1544e10ca1a7a6df""";"""4bff1222b22f4d921cc6570798c11878ba13f80e""";"""05848199.exe""";" ""RedLineStealer""";Badhash;This is test description for the real IoC at the artificial feed;37.247.99.221
2023-05-29 19:12:04;"""acfee546804f2fab4df9f00a965f5fb89f1705aa38d7de4eb5ff225a4415220f""";"""5e3913928acc36a8748e315841a4ced0""";"""b233e50c0824f288a105d9154ab52ed30df092c2""";"""05394899.exe""";" ""Amadey""";Badhash;This is test description for the real IoC at the artificial feed;38.114.196.226
2023-05-29 19:10:33;"""98a8c9ec7df483c46e0b65c223cde073555a941d141afcc229a1d3c9f32f02f5""";"""911c3c7d46a7c6b129589a1dec6682e8""";"""0c843eeb2cbb2119e6f7cbba3946da9242737f9f""";"""04327799.exe""";" ""Amadey""";Badhash;This is test description for the real IoC at the artificial feed;41.223.53.147
2023-05-29 19:10:32;"""d0a19b4a570d11010ee08acf68c399d490d31c423f94ff64019b3bef8cf3a5c9""";"""2d6ac6edb29b75b147e376ad7221a217""";"""df02c1022825c3d3d567381c805e9067658b1623""";"""wshindex86""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;42.96.151.54
2023-05-29 19:06:02;"""37c86a63067a1b8c5651b1328f1d9b8254967d782a3c7293b9e2e3e183097e51""";"""0c253c98afec02822427ee57937f4591""";"""eea05a4dc25295f655273d1c8133594b7ba01bce""";"""x86""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;43.229.84.107
2023-05-29 19:00:33;"""d56b01cd17ce33041c6c8580a21142959b96cd15e2d669ed683701a602320d24""";"""828c98f8badbc454e23fda1452d059fb""";"""2e4a85164d0feec38248cc7857d9de7026393023""";"""TRC.x86""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;46.4.120.118
2023-05-29 18:49:22;"""ad1631eef269b7dd54df995000b702d36e5e278ba0277be7252e294f7517b662""";"""e7946204dee344a8e0ec8bdc4a7f6b9e""";"""e7f6fbbc7f2ee1bc1a09a41fded604a30c8e6fda""";"""Office_Setup_v2.65.exe""";" ""Stealc""";Badhash;This is test description for the real IoC at the artificial feed;46.16.240.18
2023-05-29 18:27:50;"""80546ea8108a9667e746afc5701d0234cc8adaaa69086de4479e96de6ae6c740""";"""ff320e8e61e96e9d76df7f3b0c0a10a0""";"""f17f374e433bf947dd613ac29eacd4838407d084""";"""SecuriteInfo.com.Variant.Lazy.345597.32606.14359""";" ""Babaduk""";Badhash;This is test description for the real IoC at the artificial feed;46.17.101.2
2023-05-29 18:27:48;"""ff20d9686565eaf9d5cadd3de9718cb89d164bb770a3ea1a1dbd6209a51e86a4""";"""4cc4f8156edc35fa281527c9aea5bba1""";"""36ffb542dd3639adefef45a7bf38740599acf81b""";"""SecuriteInfo.com.Linux.Siggen.9999.11042.24901""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;46.17.102.124
2023-05-29 18:27:47;"""d11d572a1404d32ffc062ad741c29588ccd4af2da03aafa8081d059119e2bfd7""";"""687be0db64e721cafa547f1717c5e7d1""";"""c817451dc6d72adfe602330fa333058db45d7963""";"""SecuriteInfo.com.Linux.Siggen.9999.19908.21489""";" ""Mirai""";Badhash;This is test description for the real IoC at the artificial feed;46.21.169.41
2023-05-29 18:00:23;"""c64e61aaa97d1744f8ec61dbd9ca72f3f5443bf534ee98eab39832338be39204""";"""029de17186084c62bf9a74ffc348e2c6""";"""c53ecc3cf11204d40be376889fd8b67df18a5cd3""";"""029de17186084c62bf9a74ffc348e2c6.exe""";" ""XWorm""";Badhash;This is test description for the real IoC at the artificial feed;46.28.6.113
2023-05-29 17:41:23;"""177d59213401a20ce1b5a9ea171d8aa50e5302a33368af2212ddde32ae86dc11""";"""04664dc26f6c3d38b9bcc30bb5499425""";"""f0b42be55bdd5f5c0e7ce0ee3f733a2e5e0c978b""";" ""Yim.Launchpad.exe""";" ""Babaduk""";Badhash;This is test description for the real IoC at the artificial feed;46.29.49.1
2023-05-29 17:32:11;"""c32974b865152c6ca3c5f0cc787319dfc2b32ea1bebc1f37f6c36d2ca75439c8""";"""07b0f47e2c9fadf6bb742405b1fa712c""";"""a8a180da98881d52e61210b533c057323ce40239""";" ""акт_звірки_та_рахунки.html""";" ""Babaduk""";Badhash;This is test description for the real IoC at the artificial feed;46.30.42.74
2023-05-29 17:28:09;"""de33fd9d4c89f8d5ffad69cb7743922d8d22f54890f9ca69161edce001cba9ad""";"""d25e61a090ba1f949df8e01c61301b6f""";"""082cea061e945c15812e123d40794031382d8eb8""";"""Urgent Inquiry_Purchase order June 2023_PDF.exe""";" ""ModiLoader""";Badhash;This is test description for the real IoC at the artificial feed;46.30.45.39
